Field1,Field2,nope,Field4
liltunechi,nba,nope,yup
liltunechi,louis_tomlinson,nope,nope
liltunechi,pitbull,nope,yup
liltunechi,khloekardashian,nope,nope
liltunechi,iamsrk,nope,nope
liltunechi,kourtneykardash,nope,nope
liltunechi,realmadrid,nope,nope
liltunechi,davidguetta,nope,nope
liltunechi,nfl,nope,yup
liltunechi,nasa,nope,nope
liltunechi,nickiminaj,yup,yup
liltunechi,zaynmalik,nope,yup
liltunechi,aamir_khan,nope,nope
liltunechi,chrisbrown,nope,nope
liltunechi,blakeshelton,nope,nope
liltunechi,coldplay,nope,nope
liltunechi,realdonaldtrump,nope,nope
liltunechi,theeconomist,nope,nope
liltunechi,aplusk,nope,nope
liltunechi,mariahcarey,nope,nope
liltunechi,vine,nope,nope
liltunechi,deepikapadukone,nope,nope
liltunechi,edsheeran,nope,nope
liltunechi,mohamadalarefe,nope,nope
liltunechi,ricky_martin,nope,nope
liltunechi,shugairi,nope,nope
liltunechi,xtina,nope,nope
liltunechi,agnezmo,nope,yup
liltunechi,reuters,nope,nope
liltunechi,priyankachopra,nope,nope
liltunechi,twitterespanol,nope,nope
liltunechi,ihrithik,nope,nope
liltunechi,akshaykumar,nope,nope
liltunechi,ryanseacrest,nope,yup
liltunechi,ivetesangalo,nope,nope
liltunechi,pmoindia,nope,nope
liltunechi,snoopdogg,nope,yup
wizkhalifa,zaynmalik,nope,yup
wizkhalifa,xtina,nope,nope
niallofficial,katyperry,yup,nope
niallofficial,justinbieber,yup,yup
niallofficial,taylorswift13,yup,nope
niallofficial,rihanna,yup,nope
niallofficial,youtube,nope,yup
niallofficial,ladygaga,nope,nope
niallofficial,theellenshow,yup,yup
niallofficial,twitter,nope,nope
niallofficial,jtimberlake,yup,yup
niallofficial,britneyspears,yup,nope
niallofficial,selenagomez,yup,yup
niallofficial,cnnbrk,nope,nope
niallofficial,jimmyfallon,yup,yup
niallofficial,shakira,nope,nope
niallofficial,ddlovato,yup,yup
niallofficial,instagram,nope,nope
niallofficial,oprah,nope,nope
niallofficial,nytimes,nope,nope
niallofficial,onedirection,yup,yup
niallofficial,sportscenter,nope,nope
niallofficial,espn,nope,nope
niallofficial,pink,nope,nope
niallofficial,wizkhalifa,nope,nope
niallofficial,kanyewest,nope,nope
niallofficial,neymarjr,yup,yup
niallofficial,narendramodi,nope,nope
niallofficial,danieltosh,nope,nope
niallofficial,aliciakeys,nope,nope
niallofficial,srbachchan,nope,nope
niallofficial,pitbull,nope,nope
niallofficial,khloekardashian,yup,yup
niallofficial,iamsrk,nope,nope
niallofficial,kourtneykardash,yup,nope
niallofficial,realmadrid,nope,nope
niallofficial,davidguetta,yup,nope
niallofficial,zaynmalik,yup,yup
niallofficial,aamir_khan,nope,nope
niallofficial,chrisbrown,yup,nope
niallofficial,blakeshelton,nope,nope
niallofficial,coldplay,yup,nope
niallofficial,realdonaldtrump,nope,nope
niallofficial,theeconomist,nope,nope
niallofficial,aplusk,nope,nope
niallofficial,vine,nope,nope
niallofficial,deepikapadukone,nope,nope
niallofficial,edsheeran,yup,yup
niallofficial,ricky_martin,nope,nope
niallofficial,shugairi,nope,nope
niallofficial,xtina,nope,nope
niallofficial,agnezmo,nope,nope
niallofficial,reuters,nope,nope
niallofficial,priyankachopra,nope,nope
niallofficial,twitterespanol,nope,nope
niallofficial,ihrithik,nope,nope
niallofficial,akshaykumar,nope,nope
niallofficial,ryanseacrest,yup,yup
niallofficial,ivetesangalo,nope,nope
niallofficial,pmoindia,nope,nope
niallofficial,snoopdogg,nope,nope
bbcbreaking,katyperry,nope,nope
bbcbreaking,justinbieber,nope,nope
bbcbreaking,taylorswift13,nope,nope
bbcbreaking,barackobama,nope,nope
bbcbreaking,rihanna,nope,nope
bbcbreaking,youtube,nope,nope
bbcbreaking,ladygaga,nope,nope
bbcbreaking,theellenshow,nope,yup
bbcbreaking,twitter,nope,nope
bbcbreaking,jtimberlake,nope,nope
bbcbreaking,britneyspears,nope,nope
bbcbreaking,kimkardashian,nope,nope
bbcbreaking,cristiano,nope,nope
bbcbreaking,selenagomez,nope,nope
bbcbreaking,cnnbrk,nope,nope
bbcbreaking,jimmyfallon,nope,yup
bbcbreaking,shakira,nope,nope
bbcbreaking,ddlovato,nope,nope
bbcbreaking,instagram,nope,nope
bbcbreaking,jlo,nope,nope
bbcbreaking,oprah,nope,nope
bbcbreaking,drake,nope,nope
bbcbreaking,kingjames,nope,nope
bbcbreaking,billgates,nope,nope
bbcbreaking,nytimes,nope,nope
bbcbreaking,kevinhart4real,nope,nope
bbcbreaking,onedirection,nope,nope
bbcbreaking,mileycyrus,nope,nope
bbcbreaking,sportscenter,nope,nope
bbcbreaking,cnn,nope,yup
bbcbreaking,espn,nope,nope
bbcbreaking,harry_styles,nope,nope
bbcbreaking,pink,nope,nope
bbcbreaking,liltunechi,nope,nope
bbcbreaking,wizkhalifa,nope,nope
bbcbreaking,niallofficial,nope,nope
bbcbreaking,brunomars,nope,nope
bbcbreaking,kanyewest,nope,nope
bbcbreaking,neymarjr,nope,nope
bbcbreaking,kaka,nope,nope
bbcbreaking,narendramodi,nope,yup
bbcbreaking,danieltosh,nope,nope
bbcbreaking,aliciakeys,nope,nope
bbcbreaking,srbachchan,nope,yup
bbcbreaking,nba,nope,nope
bbcbreaking,liampayne,nope,nope
bbcbreaking,louis_tomlinson,nope,nope
bbcbreaking,emmawatson,nope,nope
bbcbreaking,pitbull,nope,nope
bbcbreaking,khloekardashian,nope,yup
bbcbreaking,iamsrk,nope,nope
bbcbreaking,conanobrien,nope,nope
bbcbreaking,kourtneykardash,nope,nope
bbcbreaking,realmadrid,nope,nope
bbcbreaking,davidguetta,nope,nope
bbcbreaking,beingsalmankhan,nope,nope
bbcbreaking,nfl,nope,nope
bbcbreaking,eminem,nope,nope
bbcbreaking,nasa,nope,nope
bbcbreaking,nickiminaj,nope,nope
bbcbreaking,kendalljenner,nope,nope
bbcbreaking,zaynmalik,nope,nope
bbcbreaking,aamir_khan,nope,nope
bbcbreaking,fcbarcelona,nope,nope
bbcbreaking,kyliejenner,nope,nope
bbcbreaking,chrisbrown,nope,nope
bbcbreaking,blakeshelton,nope,nope
bbcbreaking,coldplay,nope,nope
bbcbreaking,realdonaldtrump,nope,nope
bbcbreaking,theeconomist,nope,yup
bbcbreaking,aplusk,nope,nope
bbcbreaking,bbcworld,yup,yup
bbcbreaking,mariahcarey,nope,nope
bbcbreaking,vine,nope,nope
bbcbreaking,deepikapadukone,nope,nope
bbcbreaking,leodicaprio,nope,nope
bbcbreaking,google,nope,nope
bbcbreaking,edsheeran,nope,nope
bbcbreaking,mohamadalarefe,nope,nope
bbcbreaking,ricky_martin,nope,nope
bbcbreaking,shugairi,nope,nope
bbcbreaking,xtina,nope,nope
bbcbreaking,agnezmo,nope,nope
bbcbreaking,reuters,nope,yup
bbcbreaking,priyankachopra,nope,nope
bbcbreaking,twitterespanol,nope,nope
bbcbreaking,ihrithik,nope,nope
bbcbreaking,akshaykumar,nope,nope
bbcbreaking,jimcarrey,nope,nope
bbcbreaking,kdtrey5,nope,nope
bbcbreaking,ryanseacrest,nope,nope
bbcbreaking,ivetesangalo,nope,nope
bbcbreaking,pmoindia,nope,nope
bbcbreaking,snoopdogg,nope,nope
adele,katyperry,nope,nope
adele,justinbieber,nope,yup
adele,taylorswift13,nope,nope
adele,barackobama,nope,nope
adele,rihanna,nope,nope
adele,youtube,nope,yup
adele,ladygaga,nope,yup
adele,theellenshow,yup,yup
adele,twitter,nope,nope
adele,jtimberlake,nope,yup
adele,britneyspears,nope,yup
adele,kimkardashian,nope,nope
adele,cristiano,nope,nope
adele,selenagomez,nope,nope
adele,cnnbrk,nope,nope
adele,jimmyfallon,nope,yup
adele,arianagrande,nope,yup
adele,shakira,nope,nope
adele,ddlovato,nope,nope
adele,instagram,nope,nope
adele,jlo,nope,yup
adele,oprah,nope,nope
adele,drake,nope,yup
adele,kingjames,nope,nope
adele,billgates,nope,nope
adele,nytimes,nope,nope
adele,kevinhart4real,nope,nope
adele,onedirection,nope,nope
adele,mileycyrus,nope,yup
adele,sportscenter,nope,nope
adele,cnn,nope,nope
adele,espn,nope,nope
adele,harry_styles,nope,yup
adele,pink,nope,yup
adele,liltunechi,nope,nope
adele,wizkhalifa,nope,nope
adele,niallofficial,nope,yup
adele,bbcbreaking,nope,nope
adele,brunomars,nope,yup
adele,kanyewest,nope,nope
adele,neymarjr,nope,nope
adele,kaka,nope,nope
adele,narendramodi,nope,nope
adele,danieltosh,nope,nope
adele,aliciakeys,nope,yup
adele,srbachchan,nope,nope
adele,nba,nope,nope
adele,liampayne,nope,nope
adele,louis_tomlinson,nope,yup
adele,emmawatson,nope,yup
adele,pitbull,nope,yup
adele,khloekardashian,nope,nope
adele,iamsrk,nope,nope
adele,conanobrien,nope,nope
adele,kourtneykardash,nope,nope
adele,realmadrid,nope,nope
adele,davidguetta,nope,yup
adele,beingsalmankhan,nope,nope
adele,nfl,nope,nope
adele,eminem,nope,nope
adele,nasa,nope,nope
adele,nickiminaj,nope,yup
adele,kendalljenner,nope,nope
adele,zaynmalik,nope,yup
adele,avrillavigne,nope,nope
adele,aamir_khan,nope,nope
adele,fcbarcelona,nope,nope
adele,kyliejenner,nope,nope
adele,chrisbrown,nope,nope
adele,blakeshelton,nope,nope
adele,coldplay,nope,yup
adele,realdonaldtrump,nope,nope
adele,theeconomist,nope,nope
adele,aplusk,nope,nope
adele,bbcworld,nope,nope
adele,mariahcarey,nope,nope
adele,vine,nope,nope
adele,deepikapadukone,nope,nope
adele,leodicaprio,nope,nope
adele,google,nope,nope
adele,edsheeran,nope,nope
adele,mohamadalarefe,nope,nope
adele,ricky_martin,nope,yup
adele,shugairi,nope,nope
adele,xtina,nope,nope
adele,agnezmo,nope,nope
adele,reuters,nope,nope
adele,priyankachopra,nope,nope
adele,twitterespanol,nope,nope
adele,ihrithik,nope,nope
adele,akshaykumar,nope,nope
adele,jimcarrey,nope,nope
adele,kdtrey5,nope,nope
adele,ryanseacrest,nope,yup
adele,ivetesangalo,nope,nope
adele,pmoindia,nope,nope
adele,alejandrosanz,nope,nope
adele,snoopdogg,nope,yup
brunomars,katyperry,nope,yup
brunomars,justinbieber,nope,yup
brunomars,taylorswift13,nope,yup
brunomars,rihanna,yup,yup
brunomars,youtube,nope,yup
brunomars,ladygaga,nope,nope
brunomars,theellenshow,yup,yup
brunomars,twitter,nope,nope
brunomars,jtimberlake,yup,yup
brunomars,britneyspears,nope,yup
brunomars,kimkardashian,nope,nope
brunomars,cristiano,nope,nope
brunomars,selenagomez,nope,yup
brunomars,cnnbrk,nope,nope
brunomars,jimmyfallon,nope,yup
brunomars,shakira,nope,nope
brunomars,ddlovato,nope,yup
brunomars,instagram,nope,nope
brunomars,jlo,nope,yup
brunomars,oprah,nope,nope
brunomars,drake,nope,nope
brunomars,kingjames,nope,nope
brunomars,nytimes,nope,nope
brunomars,kevinhart4real,nope,nope
brunomars,onedirection,nope,nope
brunomars,mileycyrus,nope,yup
brunomars,sportscenter,nope,nope
brunomars,cnn,nope,nope
brunomars,espn,nope,nope
brunomars,harry_styles,nope,yup
brunomars,pink,yup,yup
brunomars,liltunechi,nope,nope
brunomars,wizkhalifa,nope,nope
brunomars,niallofficial,nope,yup
brunomars,kanyewest,nope,nope
brunomars,neymarjr,nope,nope
brunomars,kaka,nope,nope
brunomars,narendramodi,nope,nope
brunomars,danieltosh,nope,nope
brunomars,aliciakeys,nope,nope
brunomars,srbachchan,nope,nope
brunomars,nba,nope,nope
brunomars,liampayne,nope,yup
brunomars,louis_tomlinson,nope,yup
brunomars,emmawatson,nope,yup
brunomars,pitbull,nope,yup
brunomars,khloekardashian,nope,nope
brunomars,iamsrk,nope,nope
brunomars,conanobrien,yup,nope
brunomars,kourtneykardash,nope,nope
brunomars,realmadrid,nope,nope
brunomars,davidguetta,nope,yup
brunomars,nfl,nope,nope
brunomars,eminem,nope,nope
brunomars,nasa,nope,nope
brunomars,nickiminaj,nope,nope
brunomars,kendalljenner,nope,nope
brunomars,zaynmalik,nope,nope
brunomars,aamir_khan,nope,nope
brunomars,fcbarcelona,nope,nope
brunomars,kyliejenner,nope,nope
brunomars,chrisbrown,nope,nope
brunomars,blakeshelton,nope,nope
brunomars,coldplay,nope,yup
brunomars,realdonaldtrump,nope,nope
brunomars,theeconomist,nope,nope
brunomars,aplusk,nope,nope
brunomars,mariahcarey,nope,nope
brunomars,vine,nope,nope
brunomars,deepikapadukone,nope,nope
brunomars,leodicaprio,nope,nope
brunomars,google,nope,nope
brunomars,edsheeran,nope,nope
brunomars,mohamadalarefe,nope,nope
brunomars,ricky_martin,nope,nope
brunomars,shugairi,nope,nope
brunomars,xtina,nope,nope
brunomars,agnezmo,nope,yup
brunomars,reuters,nope,nope
brunomars,priyankachopra,nope,nope
brunomars,twitterespanol,nope,nope
brunomars,ihrithik,nope,nope
brunomars,akshaykumar,nope,nope
brunomars,jimcarrey,nope,nope
brunomars,kdtrey5,nope,nope
brunomars,ryanseacrest,nope,yup
brunomars,ivetesangalo,nope,yup
brunomars,pmoindia,nope,nope
brunomars,snoopdogg,nope,yup
kanyewest,katyperry,nope,yup
kanyewest,taylorswift13,nope,nope
kanyewest,rihanna,nope,yup
kanyewest,ladygaga,nope,nope
kanyewest,twitter,nope,nope
kanyewest,selenagomez,nope,nope
kanyewest,shakira,nope,nope
kanyewest,nytimes,nope,nope
kanyewest,onedirection,nope,nope
kanyewest,wizkhalifa,nope,nope
kanyewest,neymarjr,nope,nope
kanyewest,narendramodi,nope,nope
kanyewest,pitbull,nope,yup
kanyewest,khloekardashian,nope,yup
kanyewest,kourtneykardash,nope,yup
kanyewest,realmadrid,nope,nope
kanyewest,zaynmalik,nope,yup
kanyewest,realdonaldtrump,nope,nope
kanyewest,vine,nope,nope
kanyewest,ricky_martin,nope,nope
kanyewest,shugairi,nope,nope
kanyewest,xtina,nope,nope
kanyewest,priyankachopra,nope,nope
neymarjr,taylorswift13,nope,nope
neymarjr,rihanna,yup,yup
neymarjr,twitter,yup,nope
neymarjr,selenagomez,nope,nope
neymarjr,shakira,yup,yup
neymarjr,nytimes,nope,nope
neymarjr,onedirection,nope,nope
neymarjr,wizkhalifa,nope,nope
neymarjr,pitbull,nope,nope
neymarjr,realmadrid,nope,nope
neymarjr,zaynmalik,nope,nope
neymarjr,realdonaldtrump,nope,nope
neymarjr,vine,yup,nope
neymarjr,ricky_martin,nope,nope
neymarjr,shugairi,nope,nope
neymarjr,xtina,nope,nope
neymarjr,priyankachopra,nope,nope
kaka,katyperry,nope,nope
kaka,justinbieber,yup,yup
kaka,taylorswift13,nope,nope
kaka,rihanna,yup,nope
kaka,youtube,nope,nope
kaka,ladygaga,yup,nope
kaka,theellenshow,nope,nope
kaka,twitter,nope,nope
kaka,jtimberlake,nope,nope
kaka,britneyspears,nope,nope
kaka,kimkardashian,nope,nope
kaka,selenagomez,nope,nope
kaka,cnnbrk,nope,nope
kaka,jimmyfallon,nope,nope
kaka,shakira,yup,nope
kaka,ddlovato,nope,nope
kaka,instagram,yup,nope
kaka,oprah,yup,nope
kaka,kingjames,yup,nope
kaka,nytimes,nope,nope
kaka,kevinhart4real,nope,nope
kaka,onedirection,nope,nope
kaka,mileycyrus,nope,nope
kaka,sportscenter,nope,yup
kaka,espn,yup,nope
kaka,pink,nope,nope
kaka,liltunechi,nope,nope
kaka,wizkhalifa,nope,nope
kaka,niallofficial,nope,nope
kaka,kanyewest,nope,nope
kaka,neymarjr,yup,yup
kaka,narendramodi,nope,nope
kaka,danieltosh,nope,nope
kaka,aliciakeys,yup,nope
kaka,srbachchan,nope,nope
kaka,nba,yup,nope
kaka,liampayne,nope,nope
kaka,louis_tomlinson,nope,yup
kaka,pitbull,nope,nope
kaka,khloekardashian,nope,nope
kaka,iamsrk,nope,nope
kaka,kourtneykardash,nope,nope
kaka,realmadrid,yup,nope
kaka,davidguetta,nope,nope
kaka,nfl,yup,nope
kaka,nasa,nope,nope
kaka,nickiminaj,nope,nope
kaka,kendalljenner,nope,nope
kaka,zaynmalik,nope,nope
kaka,aamir_khan,nope,nope
kaka,kyliejenner,nope,nope
kaka,chrisbrown,nope,nope
kaka,blakeshelton,nope,nope
kaka,coldplay,nope,nope
kaka,realdonaldtrump,nope,nope
kaka,theeconomist,nope,nope
kaka,aplusk,yup,yup
kaka,mariahcarey,nope,nope
kaka,vine,nope,nope
kaka,deepikapadukone,nope,nope
kaka,leodicaprio,nope,nope
kaka,edsheeran,nope,nope
kaka,mohamadalarefe,nope,nope
kaka,ricky_martin,nope,nope
kaka,shugairi,nope,nope
kaka,xtina,nope,nope
kaka,agnezmo,nope,nope
kaka,reuters,nope,nope
kaka,priyankachopra,nope,nope
kaka,twitterespanol,nope,nope
kaka,ihrithik,nope,nope
kaka,akshaykumar,nope,nope
kaka,kdtrey5,nope,nope
kaka,ryanseacrest,nope,nope
kaka,ivetesangalo,yup,yup
kaka,pmoindia,nope,nope
kaka,snoopdogg,nope,yup
actuallynph,katyperry,yup,yup
actuallynph,justinbieber,nope,nope
actuallynph,taylorswift13,nope,nope
actuallynph,barackobama,yup,nope
actuallynph,rihanna,nope,nope
actuallynph,youtube,nope,yup
actuallynph,ladygaga,nope,nope
actuallynph,theellenshow,nope,yup
actuallynph,twitter,nope,nope
actuallynph,jtimberlake,nope,nope
actuallynph,britneyspears,nope,nope
actuallynph,kimkardashian,nope,nope
actuallynph,cristiano,nope,nope
actuallynph,selenagomez,nope,nope
actuallynph,cnnbrk,nope,nope
actuallynph,jimmyfallon,nope,yup
actuallynph,arianagrande,nope,yup
actuallynph,shakira,nope,nope
actuallynph,ddlovato,nope,nope
actuallynph,instagram,nope,nope
actuallynph,jlo,nope,nope
actuallynph,oprah,nope,yup
actuallynph,drake,nope,nope
actuallynph,kingjames,nope,nope
actuallynph,billgates,nope,nope
actuallynph,nytimes,nope,nope
actuallynph,kevinhart4real,nope,nope
actuallynph,onedirection,nope,nope
actuallynph,mileycyrus,nope,nope
actuallynph,sportscenter,nope,nope
actuallynph,cnn,nope,nope
actuallynph,espn,nope,nope
actuallynph,harry_styles,nope,nope
actuallynph,pink,nope,yup
actuallynph,liltunechi,nope,nope
actuallynph,wizkhalifa,nope,nope
actuallynph,niallofficial,nope,nope
actuallynph,bbcbreaking,nope,nope
actuallynph,adele,nope,nope
actuallynph,brunomars,nope,nope
actuallynph,kanyewest,nope,nope
actuallynph,neymarjr,nope,nope
actuallynph,kaka,nope,nope
actuallynph,narendramodi,nope,nope
actuallynph,danieltosh,nope,nope
actuallynph,aliciakeys,nope,nope
actuallynph,srbachchan,nope,nope
actuallynph,nba,nope,nope
actuallynph,liampayne,nope,nope
actuallynph,louis_tomlinson,nope,nope
actuallynph,emmawatson,nope,nope
actuallynph,pitbull,nope,nope
actuallynph,khloekardashian,nope,nope
actuallynph,iamsrk,nope,nope
actuallynph,conanobrien,yup,nope
actuallynph,kourtneykardash,nope,nope
actuallynph,realmadrid,nope,nope
actuallynph,davidguetta,nope,nope
actuallynph,beingsalmankhan,nope,nope
actuallynph,nfl,nope,yup
actuallynph,eminem,nope,nope
actuallynph,nasa,nope,nope
actuallynph,nickiminaj,nope,nope
actuallynph,kendalljenner,nope,nope
actuallynph,zaynmalik,nope,nope
actuallynph,avrillavigne,nope,nope
actuallynph,aamir_khan,nope,nope
actuallynph,fcbarcelona,nope,nope
actuallynph,kyliejenner,nope,nope
actuallynph,chrisbrown,nope,nope
actuallynph,blakeshelton,nope,nope
actuallynph,coldplay,nope,nope
actuallynph,realdonaldtrump,nope,nope
actuallynph,theeconomist,nope,nope
actuallynph,aplusk,nope,nope
actuallynph,bbcworld,yup,nope
actuallynph,mariahcarey,nope,nope
actuallynph,vine,nope,nope
actuallynph,deepikapadukone,nope,nope
actuallynph,leodicaprio,nope,nope
actuallynph,google,nope,nope
actuallynph,edsheeran,nope,nope
actuallynph,mohamadalarefe,nope,nope
actuallynph,ricky_martin,nope,nope
actuallynph,shugairi,nope,nope
actuallynph,xtina,nope,nope
actuallynph,agnezmo,nope,nope
actuallynph,reuters,nope,nope
actuallynph,priyankachopra,nope,nope
actuallynph,twitterespanol,nope,nope
actuallynph,ihrithik,nope,nope
actuallynph,akshaykumar,nope,nope
actuallynph,jimcarrey,nope,nope
actuallynph,kdtrey5,nope,nope
actuallynph,ryanseacrest,nope,yup
actuallynph,ivetesangalo,nope,nope
actuallynph,pmoindia,nope,nope
actuallynph,alejandrosanz,nope,nope
actuallynph,snoopdogg,nope,nope
narendramodi,taylorswift13,nope,nope
narendramodi,rihanna,nope,nope
narendramodi,twitter,yup,nope
narendramodi,selenagomez,nope,nope
narendramodi,shakira,nope,nope
narendramodi,nytimes,nope,nope
narendramodi,onedirection,nope,nope
narendramodi,wizkhalifa,nope,nope
narendramodi,neymarjr,nope,nope
narendramodi,pitbull,nope,nope
narendramodi,realmadrid,nope,nope
narendramodi,zaynmalik,nope,nope
narendramodi,realdonaldtrump,yup,nope
narendramodi,vine,nope,nope
narendramodi,ricky_martin,nope,nope
narendramodi,shugairi,nope,nope
narendramodi,xtina,nope,nope
narendramodi,priyankachopra,nope,yup
danieltosh,katyperry,nope,nope
danieltosh,justinbieber,nope,nope
danieltosh,taylorswift13,nope,nope
danieltosh,rihanna,nope,nope
danieltosh,ladygaga,nope,nope
danieltosh,twitter,nope,nope
danieltosh,jtimberlake,nope,nope
danieltosh,selenagomez,nope,nope
danieltosh,jimmyfallon,nope,nope
danieltosh,shakira,nope,nope
danieltosh,ddlovato,nope,nope
danieltosh,instagram,nope,nope
danieltosh,nytimes,nope,nope
danieltosh,onedirection,nope,nope
danieltosh,espn,nope,nope
danieltosh,wizkhalifa,nope,nope
danieltosh,kanyewest,nope,nope
danieltosh,neymarjr,nope,nope
danieltosh,narendramodi,nope,nope
danieltosh,pitbull,nope,yup
danieltosh,khloekardashian,nope,nope
danieltosh,iamsrk,nope,nope
danieltosh,kourtneykardash,nope,nope
danieltosh,realmadrid,nope,nope
danieltosh,davidguetta,nope,nope
danieltosh,zaynmalik,nope,nope
danieltosh,realdonaldtrump,nope,nope
danieltosh,vine,nope,nope
danieltosh,deepikapadukone,nope,nope
danieltosh,edsheeran,nope,nope
danieltosh,ricky_martin,nope,nope
danieltosh,shugairi,nope,nope
danieltosh,xtina,nope,nope
danieltosh,priyankachopra,nope,nope
danieltosh,ihrithik,nope,nope
danieltosh,ivetesangalo,nope,nope
aliciakeys,katyperry,yup,nope
aliciakeys,justinbieber,nope,yup
aliciakeys,taylorswift13,nope,nope
aliciakeys,rihanna,nope,nope
aliciakeys,ladygaga,nope,nope
aliciakeys,twitter,nope,nope
aliciakeys,jtimberlake,yup,yup
aliciakeys,britneyspears,nope,nope
aliciakeys,selenagomez,nope,nope
aliciakeys,cnnbrk,nope,nope
aliciakeys,jimmyfallon,yup,yup
aliciakeys,shakira,nope,nope
aliciakeys,ddlovato,nope,nope
aliciakeys,instagram,nope,nope
aliciakeys,nytimes,yup,nope
aliciakeys,onedirection,nope,nope
aliciakeys,espn,nope,nope
aliciakeys,wizkhalifa,nope,nope
aliciakeys,kanyewest,nope,nope
aliciakeys,neymarjr,nope,nope
aliciakeys,narendramodi,nope,nope
aliciakeys,danieltosh,nope,nope
aliciakeys,pitbull,nope,nope
aliciakeys,khloekardashian,nope,nope
aliciakeys,iamsrk,nope,nope
aliciakeys,kourtneykardash,nope,nope
aliciakeys,realmadrid,nope,nope
aliciakeys,davidguetta,nope,nope
aliciakeys,zaynmalik,nope,nope
aliciakeys,chrisbrown,nope,nope
aliciakeys,blakeshelton,yup,nope
aliciakeys,coldplay,yup,yup
aliciakeys,realdonaldtrump,nope,nope
aliciakeys,aplusk,nope,nope
aliciakeys,vine,yup,nope
aliciakeys,deepikapadukone,nope,nope
aliciakeys,edsheeran,nope,nope
aliciakeys,ricky_martin,nope,nope
aliciakeys,shugairi,nope,nope
aliciakeys,xtina,nope,nope
aliciakeys,priyankachopra,nope,nope
aliciakeys,ihrithik,nope,nope
aliciakeys,ivetesangalo,nope,yup
srbachchan,katyperry,nope,nope
srbachchan,justinbieber,nope,nope
srbachchan,taylorswift13,nope,nope
srbachchan,rihanna,yup,nope
srbachchan,youtube,yup,nope
srbachchan,ladygaga,yup,nope
srbachchan,theellenshow,yup,nope
srbachchan,twitter,yup,nope
srbachchan,jtimberlake,yup,nope
srbachchan,britneyspears,yup,nope
srbachchan,selenagomez,nope,nope
srbachchan,cnnbrk,yup,nope
srbachchan,jimmyfallon,nope,nope
srbachchan,shakira,yup,nope
srbachchan,ddlovato,yup,nope
srbachchan,instagram,nope,nope
srbachchan,nytimes,yup,nope
srbachchan,onedirection,nope,nope
srbachchan,espn,nope,nope
srbachchan,wizkhalifa,nope,nope
srbachchan,kanyewest,nope,nope
srbachchan,neymarjr,nope,nope
srbachchan,narendramodi,yup,yup
srbachchan,danieltosh,nope,nope
srbachchan,aliciakeys,nope,nope
srbachchan,pitbull,yup,nope
srbachchan,khloekardashian,nope,nope
srbachchan,iamsrk,yup,yup
srbachchan,kourtneykardash,nope,nope
srbachchan,realmadrid,nope,nope
srbachchan,davidguetta,yup,nope
srbachchan,zaynmalik,nope,nope
srbachchan,aamir_khan,yup,yup
srbachchan,chrisbrown,nope,nope
srbachchan,blakeshelton,nope,nope
srbachchan,coldplay,nope,nope
srbachchan,realdonaldtrump,nope,nope
srbachchan,theeconomist,yup,nope
srbachchan,aplusk,nope,nope
srbachchan,vine,nope,nope
srbachchan,deepikapadukone,yup,yup
srbachchan,edsheeran,nope,nope
srbachchan,ricky_martin,nope,nope
srbachchan,shugairi,nope,nope
srbachchan,xtina,nope,nope
srbachchan,agnezmo,nope,nope
srbachchan,priyankachopra,yup,yup
srbachchan,twitterespanol,nope,nope
srbachchan,ihrithik,yup,nope
srbachchan,akshaykumar,yup,yup
srbachchan,ivetesangalo,nope,nope
nba,katyperry,nope,nope
nba,justinbieber,yup,nope
nba,taylorswift13,nope,nope
nba,rihanna,yup,nope
nba,youtube,nope,yup
nba,ladygaga,nope,nope
nba,theellenshow,nope,yup
nba,twitter,yup,nope
nba,jtimberlake,yup,nope
nba,britneyspears,nope,nope
nba,selenagomez,nope,nope
nba,cnnbrk,nope,nope
nba,jimmyfallon,yup,nope
nba,shakira,nope,nope
nba,ddlovato,nope,nope
nba,instagram,yup,nope
nba,oprah,yup,nope
nba,nytimes,nope,nope
nba,onedirection,nope,nope
nba,sportscenter,yup,yup
nba,espn,yup,yup
nba,pink,nope,nope
nba,wizkhalifa,nope,nope
nba,niallofficial,nope,nope
nba,kanyewest,yup,nope
nba,neymarjr,yup,yup
nba,narendramodi,nope,nope
nba,danieltosh,nope,nope
nba,aliciakeys,yup,nope
nba,srbachchan,nope,nope
nba,pitbull,yup,yup
nba,khloekardashian,yup,nope
nba,iamsrk,nope,nope
nba,kourtneykardash,nope,nope
nba,realmadrid,nope,nope
nba,davidguetta,nope,nope
nba,nfl,nope,nope
nba,nickiminaj,yup,nope
nba,zaynmalik,nope,nope
nba,aamir_khan,nope,nope
nba,chrisbrown,yup,nope
nba,blakeshelton,nope,nope
nba,coldplay,nope,nope
nba,realdonaldtrump,nope,nope
nba,theeconomist,nope,nope
nba,aplusk,yup,nope
nba,vine,nope,nope
nba,deepikapadukone,nope,nope
nba,edsheeran,nope,nope
nba,ricky_martin,nope,nope
nba,shugairi,nope,nope
nba,xtina,nope,nope
nba,agnezmo,nope,nope
nba,reuters,nope,nope
nba,priyankachopra,nope,nope
nba,twitterespanol,nope,nope
nba,ihrithik,nope,nope
nba,akshaykumar,nope,nope
nba,ryanseacrest,yup,nope
nba,ivetesangalo,nope,nope
nba,pmoindia,nope,nope
nba,snoopdogg,yup,yup
